25, 6100
50, 4600
75, 3600
100, 3125
125, 2675
150, 2350
175, 2175
200, 2050
225, 1900
400, 1275
500, 1150
700, 1050
1000, 1050
1500, 1050
2000, 1050
2500, 1050
