25, 4100
50, 3675
75, 3275
100, 2950
125, 2675
150, 2350
175, 2175
200, 2050
225, 1900
400, 1275
500, 1150
700, 1050
1000, 1050
1500, 1050
2000, 1050
2500, 1050
